carrier,serving_cellset,count
310410,1150-8/174270-927/52941-8/53139-8,1
310410,66686-8/174270-873/52941-8/53139-8,1
310410,1150-258/174270-873/52941-258/53139-258,1
310410,66686-258/174270-778/52941-258/53139-258,1
310410,66686-344/174270-778/52941-344/52740-344,1
310410,66686-50/2256663-6/675-50/2258329-6/2259995-6/2261661-6,1
310410,66686-50/174270-778/52941-387/53139-388,1
310410,66686-344/2256663-6/675-344/2258329-6/2259995-6/2261661-6,2
310410,1150-344/2256663-6/675-344,2
310410,66686-344/174270-299/53139-344/52941-344/52740-344,1
310410,66686-397/174270-299/1025-397/67086-397/675-397,2
310410,66686-50/174270-648/52740-389/52941-387/53139-388,1
310410,9820-448/5330-448/66686-448/67086-448,2
310410,9820-448/174270-490/675-448,1
310410,9820-448/174270-648,1
310410,9840-435/5330-435/66686-435/67086-435,1
310410,67086-397/675-397/5330-397/66686-397,1
310410,1550-397,2
310410,67086-397/174270-299/9840-397/66686-397,1
310410,66686-425/52740-425/52941-425/53139-425,3
310410,1150-425,7
310410,66686-425/174270-299/52941-425/53139-425,1
310410,66686-425/174270-299/52740-425/52941-425/53139-425,2
310410,1150-425/174270-299/52740-425/52941-425/53139-425,1
310410,66686-425/174270-186/52941-425/53139-425/52740-425,1
310410,66686-194/47090-194/47291-194/47489-194,2
310410,1150-194,7
310410,66686-194/174270-305/47489-194/47291-194/47090-194,1
310410,1150-194/174270-305/47291-194,1
310410,66686-194/174270-186/675-194,2
310410,66686-435/675-435/5330-435/67086-435,4
310410,1150-435,11
310410,66686-435/174270-186/1025-435/67086-435/675-435,4
310410,66686-260/675-260/5330-260/67086-260,4
310410,1150-260,10
310410,66686-260/174270-305/1025-260/67086-260/675-260,4
310410,1150-435/174270-186/67086-435/675-435,1
310410,66686-435/174270-305/9840-435/67086-435,1
310410,66686-487/53139-194,3
310410,1150-487,27
310410,66686-487/174270-305/52941-194/52740-194,1
310410,1150-487/174270-305/52941-194/52740-194,1
310410,66686-487/174270-645/52941-194/52740-194,1
310410,66686-19/174270-645/1025-19/67086-19/675-19,1
310410,66686-487/52941-194,6
310410,66686-487/174270-305/53139-194/52941-194/52740-194,1
310410,1150-487/174270-305/52941-194,1
310410,66686-487/174270-645/52941-194,2
310410,1150-487/174270-645/52941-194,2
310410,1150-487/174270-250/52941-194,2
310410,66686-487/174270-31/675-487,2
310410,66686-497/52740-497/52941-497/53139-497,5
310410,1150-497,13
310410,66686-497/174270-161/52740-497/52941-497,1
310410,66686-256/675-256/5330-256/67086-256,6
310410,1150-256,15
310410,66686-256/174270-161/1025-256/67086-256/675-256,2
310410,1150-256/174270-161/1025-256/67086-256/675-256,2
310410,1150-256/174270-927/1025-256/67086-256/675-256,2
310410,66686-8/174270-927/52941-8/53139-8/52740-8,1
310410,1150-8/174270-927/52941-8/53139-8/52740-8,1
310410,66686-73/52740-73/52941-73/53139-73,7
310410,1150-73,14
310410,66686-73/174270-873/53139-73/52941-73/52740-73,3
310410,66686-441/52740-441/52941-441/53139-441,8
310410,66686-441/174270-873/52740-441/52941-441/53139-441,1
310410,1150-441/174270-873/52740-441/52941-441/53139-441,1
310410,66686-441/174270-946/52740-441/52941-441/53139-441,1
310410,66686-165/675-165/5330-165/67086-165,13
310410,1150-165,27
