carrier,serving_cellset,count
311480,1100-255/176930-255/66836-255/67086-255,27
311480,1100-387/66836-387/66586-387/5230-387,6
311480,1100-257,31
311480,66836-218/66586-218/67086-218/1100-255,11
311480,1300-218,79
311480,1300-255,114
311480,66836-255/176930-257/67086-255/1100-255,16
311480,66836-437/66586-437/5230-437,16
311480,1300-437,62
311480,66836-437/176930-257/66586-437,35
311480,1300-437/176930-257/66586-437,8
311480,1300-437/176930-255/66586-437,6
311480,66836-257/67086-257/66586-257/1100-257,8
311480,1300-257,121
311480,66836-257/176930-256/66586-257/1100-257,2
311480,66836-436/66586-436/5230-436,16
311480,1300-436,81
311480,66836-436/176930-257/66586-436,38
311480,1300-436/176930-257/66586-436,16
311480,66836-436/176930-97/66586-436,19
311480,66836-435/66586-435/1100-97/5230-435,14
311480,1300-435,79
311480,1300-435/2078331-133/66586-435/1100-97/5230-435,4
311480,66836-435/176930-257/1100-97/66586-435,17
311480,1300-435/176930-257/1100-97/66586-435,4
311480,66836-435/176930-97/1100-97/66586-435,26
311480,1300-435/176930-97/1100-97/66586-435,18
311480,1300-435/176930-96/1100-97/66586-435,9
311480,66836-3/1100-97/66586-3/5230-3,7
311480,1300-3,49
311480,66836-96/56140-326/55942-325/55744-324,10
311480,1300-96,85
311480,66836-96/176930-96/67086-96/1100-96,14
311480,66836-387/66586-387/1100-387/5230-387,10
311480,1300-387,44
311480,66836-39/66586-39/5230-39,10
311480,1300-39,43
311480,66836-218/176930-257/1100-255/66586-218,1
311480,66836-255/67086-255/66586-255/1100-255,12
311480,66836-255/176930-257/66586-255/1100-255,15
311480,66836-257/67086-257/2561-257/1100-257,2
311480,66836-257/176930-257/66586-257/1100-257,30
311480,5230-257,80
311480,66586-257/176930-255/66836-257/1100-257,1
311480,1050-257/176930-255/66836-257/1100-257,1
311480,1050-257/176930-257/66836-257/1100-257,11
311480,5230-255,53
311480,5230-39,48
311480,5230-39/2078331-720/2350-39/2100-39,2
311480,5230-255/66836-255/1100-255/66586-255,2
311480,5230-255/2078331-720/66836-255/1100-255/66586-255,1
311480,5230-437/2350-437/2100-437,84
311480,5230-437/2078331-719/2350-437/2100-437,20
311480,5230-436/2350-436/2100-436,69
311480,5230-435/66836-435/66586-435/1100-97,58
311480,5230-435/2078331-134/66836-435/66586-435/1100-97,11
311480,5230-3/66836-3/66586-3/1100-97,39
311480,5230-255/66586-255/1100-255/66836-255,5
311480,5230-437,59
311480,5230-255/1100-255/66586-255/66836-255,1
311480,5230-437/2078331-720/2350-437/2100-437,5
311480,5230-435,40
311480,5230-435/2078331-133/66836-435/66586-435/1100-97,11
311480,5230-255/66836-255/66586-255/1100-255,34
311480,5230-127,21
311480,5230-257/66586-257/1100-257/66836-257,3
311480,5230-257/2078331-720/66586-257/1100-257/66836-257,1
311480,5230-257/66836-257/66586-257/1100-257,44
311480,66586-255/66836-255/67086-255/1100-255,16
311480,1050-255/176930-257/67086-255/1100-255,12
311480,1050-255/176930-255/67086-255/1100-255,23
311480,66586-10/66836-10/5230-10,5
311480,1050-10,12
311480,1050-217,141
311480,66586-218/66836-218/67086-218,18
311480,5230-436,44
311480,5230-3,35
311480,5230-10/2350-10/2100-10,62
311480,5230-10,21
311480,5230-255/1100-255/66836-255/66586-255,2
311480,5230-340/1100-340/66836-340/66586-340,1
311480,66586-217/67086-217/66836-217,34
311480,1050-340,33
311480,66586-59/66836-59/1100-59/5230-59,4
311480,1050-59,33
311480,1050-339,20
311480,1050-339/2078331-570/1100-339/66836-339/5230-339,1
311480,66586-56/66836-56/67086-56/1100-126,36
311480,1050-56/2078331-570/66836-56/67086-56/1100-126,2
311480,1100-341/2078331-570/66836-341/66586-341/5230-341,3
311480,1100-341/2078331-385/66836-341/66586-341/5230-341,5
311480,1100-341/2078331-854/66836-341/66586-341/5230-341,1
311480,1100-61/66586-61/66836-61/5230-61,16
311480,1100-61/2078331-220/66586-61/66836-61/5230-61,3
311480,1100-61/2078331-221/66586-61/66836-61/5230-61,3
311480,1100-341/2078331-205/66586-341/66836-341/5230-341,1
311480,1100-340/66586-340/66836-340/5230-340,5
311480,1100-339,6
311480,1100-59/66586-59/66836-59/5230-59,1
311480,1100-339/66836-339/66586-339/5230-339,3
311480,1100-339/2078331-570/66836-339/66586-339/5230-339,2
311480,1100-341/2078331-384/66836-341/66586-341/5230-341,3
311480,1100-341/2078331-205/66836-341/66586-341/5230-341,1
311480,1100-340,5
311480,1100-59,1
311480,1100-59/66836-59/66586-59/5230-59,1
311480,1100-341/2078331-385/66586-341/66836-341/5230-341,4
311480,1100-340/66836-340/66586-340/5230-340,10
311480,1100-340/176930-255/66586-340/66836-340,2
311480,1100-255/2561-255/67086-255/66836-255,1
311480,1100-255/176930-255/66586-255/66836-255,14
311480,1100-96/56140-326/55942-325/55744-324,2
311480,1100-96/176930-96/66836-96/67086-96,17
311480,1100-96/176930-97/66836-96/67086-96,12
311480,1300-108/2078331-286/67086-108/66586-108/1100-309,1
311480,1300-108/2078331-285/67086-108/66586-108/1100-309,2
311480,1300-108/176930-102/1100-309/66586-108,12
311480,1300-108/176930-104/1100-309/66586-108,15
311480,1300-104/176930-103/67086-104/1100-104,6
311480,66836-103/66586-103/67086-103/1100-103,9
311480,1300-103,63
311480,66836-103/176930-103/66586-103/1100-103,19
311480,66836-168/66586-168/67086-168,6
311480,1300-168,23
311480,66836-168/176930-103/66586-168,5
311480,66836-138/67086-138/66586-138,11
311480,1300-138,58
311480,1300-138/2078331-302/67086-138/66586-138,2
311480,66836-139/66586-139/5230-139,49
311480,1300-139,176
311480,1300-139/2078331-34/66586-139/5230-139,9
311480,1300-139/2071667-63/66586-139/5230-139,2
311480,66836-140/66586-140/1100-99/5230-140,26
311480,1300-140,80
311480,1300-140/2071667-63/66586-140/1100-99/5230-140,8
311480,66836-99/67086-99/66586-99/1100-99,1
311480,1300-99,2
311480,66836-79/66586-79/1100-99/5230-79,1
311480,1300-79,5
311480,66836-170/66586-170/2561-103/1100-99,1
311480,1300-170,4
311480,1300-362,3
311480,1300-78,3
311480,1300-434,13
311480,66836-432/66586-432/1100-61/5230-432,71
311480,1300-432,171
311480,66836-432/176930-103/1100-61/66586-432,34
311480,66836-103/67086-103/66586-103/1100-103,13
311480,66836-103/176930-103/67086-103/1100-103,15
311480,66836-168/67086-168/66586-168,5
311480,1300-168/2078331-773/67086-168/66586-168,1
311480,66836-162/66586-162/1100-2/5230-99,10
311480,1300-162,30
311480,1300-160,106
311480,1300-160/2071667-206/66586-160/1100-2/5230-440,2
311480,66836-160/2071667-27,1
311480,66836-160/66586-160/1100-2/5230-440,29
311480,66836-160/2071667-29,9
311480,66836-159/66586-159/1100-440/5230-440,8
311480,1300-159,25
311480,66836-159/2071667-575,1
311480,66836-440/1100-440/66586-440/5230-440,11
311480,1300-440,21
311480,1300-440/2078331-103/1100-440/66586-440/5230-440,1
311480,1300-439,28
311480,66836-439/66586-439/1100-439/5230-439,12
311480,66836-433/66586-433/5230-433,1
311480,1300-433,2
311480,66836-433/176930-103/66586-433,1
311480,66836-168/176930-103/67086-168,4
311480,66836-138/66586-138/67086-138,8
311480,1300-138/2078331-302/66586-138/67086-138,2
311480,66836-440/66586-440/1100-440/5230-440,6
311480,1300-140/2071667-65/66586-140/1100-99/5230-140,3
311480,1300-162/2071667-204/66586-162/1100-2/5230-99,3
311480,66836-136/66586-136/5230-136,1
311480,1300-136,35
311480,1300-162/2071667-206/66586-162/1100-2/5230-99,1
311480,66836-138/176930-103/66586-138,8
311480,1300-432/176930-103/1100-61/66586-432,36
311480,1300-432/176930-104/1100-61/66586-432,39
311480,1300-432/2078331-698/66586-432/1100-61/5230-432,5
311480,66836-432/176930-311/1100-61/66586-432,34
311480,66836-311/56342-241/56540-242/56144-240,3
311480,1300-311,75
311480,66836-311/176930-311/67086-311/1100-311,23
311480,66836-389/1100-389/66586-389/5230-389,4
311480,1300-389,28
311480,66836-389/176930-311/1100-389/66586-389,14
311480,1300-389/176930-311/1100-389/66586-389,3
311480,66836-389/176930-96/1100-389/66586-389,6
311480,66836-96/176930-96/66586-96/1100-96,15
311480,66836-389/66586-389/1100-389/5230-389,2
311480,1300-389/176930-96/1100-389/66586-389,4
311480,66836-387/176930-309/1100-387/66586-387,16
311480,66836-388/66586-388/1100-388/5230-388,11
311480,1300-388,39
311480,66836-388/176930-310/1100-388/66586-388,8
311480,1300-388/176930-310/1100-388/66586-388,7
311480,66836-388/1100-388/66586-388/5230-388,8
311480,1300-212,37
311480,66836-212/176930-405/66586-212,4
311480,1300-212/176930-405/66586-212,3
311480,1300-212/176930-407/66586-212,2
311480,66836-127/52740-127/53139-127/52941-127,1
311480,1300-127,52
311480,66836-127/176930-405/1100-127/66586-127,9
311480,1300-127/176930-405/1100-127/66586-127,5
311480,1300-127/176930-407/1100-127/66586-127,2
311480,66836-127/52941-127/52740-127/66586-127,1
311480,1300-127/2078331-233/52941-127/52740-127/66586-127,1
311480,66836-211/66586-211/67086-211,17
311480,1300-211,50
311480,1300-211/2078331-233/66586-211/67086-211,4
311480,66836-211/176930-310/66586-211,5
311480,66836-148/67086-148/66586-148,33
311480,1300-148,202
311480,66836-148/176930-310/66586-148,15
311480,1300-148/176930-310/66586-148,6
311480,66836-148/66586-148/67086-148,22
311480,66836-127/52941-127/66586-127,1
311480,66836-127/176930-255/1100-127/66586-127,1
311480,1300-127/176930-255/1100-127/66586-127,1
311480,66836-62/53139-62/52941-62/52740-62,6
311480,1300-62,135
311480,66836-62/176930-405/1100-62/66586-62,10
311480,66836-233/67086-233/66586-233,12
311480,1300-233,60
311480,66836-233/176930-405/66586-233,16
311480,66836-405/56090-116/55642-114/55840-115,5
311480,1300-405,16
311480,1300-405/2078331-231/56090-116/55642-114/55840-115,3
311480,66836-211/67086-211/66586-211,9
311480,1300-211/2078331-231/67086-211/66586-211,3
311480,66836-127/53139-127/52941-127/52740-127,6
311480,66836-127/176930-407/1100-127/66586-127,1
311480,66836-407/67086-407/66586-407/1100-407,4
311480,1300-407,7
311480,66836-407/176930-405/67086-407/1100-407,1
311480,66836-212/67086-212/66586-212,8
311480,66836-212/176930-407/67086-212,1
311480,1300-212/176930-407/67086-212,3
311480,1300-212/176930-405/67086-212,6
311480,1300-233/2078331-144/67086-233/66586-233,1
311480,66836-34/66586-34/1100-126/5230-126,76
311480,1300-34,165
311480,66836-34/176930-405/1100-126/66586-34,23
311480,66836-233/66586-233/67086-233,11
311480,66836-211/176930-405/67086-211,5
311480,1300-211/2078331-233/67086-211/66586-211,3
311480,66836-211/176930-310/67086-211,5
311480,66836-310/55742-237/56190-239/55940-238,1
311480,1300-310,62
311480,66836-310/176930-310/67086-310/1100-310,15
311480,1300-310/176930-310/67086-310/1100-310,3
311480,66836-310/176930-309/67086-310/1100-310,5
311480,66836-309/176930-309/67086-309/1100-309,18
311480,66836-309/176930-311/67086-309/1100-309,5
311480,66836-387/176930-311/1100-387/66586-387,6
311480,1300-387/176930-311/1100-387/66586-387,12
311480,1300-387/176930-309/1100-387/66586-387,3
311480,66836-311/47489-231/47291-232/47090-233,9
311480,66836-311/176930-311/66586-311/1100-311,16
311480,66836-96/176930-311/66586-96/1100-96,11
311480,1300-96/176930-311/66586-96/1100-96,8
311480,1300-96/176930-96/66586-96/1100-96,13
311480,1300-96/176930-98/66586-96/1100-96,4
311480,66836-98/56090-332/55642-330/55840-331,3
311480,1300-98,7
311480,66836-98/176930-98/67086-98/1100-98,1
311480,1300-96/176930-96/67086-96/1100-96,10
311480,66836-96/176930-311/67086-96/1100-96,7
311480,1300-96/176930-311/67086-96/1100-96,4
311480,66836-311/56144-240/56342-241/56540-242,2
311480,66836-98/176930-98/66586-98/1100-98,2
311480,66836-96/176930-98/66586-96/1100-96,1
311480,66836-96/176930-98/67086-96/1100-96,1
311480,1300-96/176930-98/67086-96/1100-96,1
311480,1300-432/176930-311/1100-61/66586-432,23
311480,66836-432/176930-96/1100-61/66586-432,3
311480,1300-432/176930-96/1100-61/66586-432,11
311480,66836-432/176930-309/1100-61/66586-432,13
311480,1300-432/176930-309/1100-61/66586-432,16
311480,66836-432/176930-104/1100-61/66586-432,8
311480,66836-232/67086-232/66586-232,40
311480,1300-232/2078331-189/67086-232/66586-232,6
311480,1300-110/2078331-189/67086-110/66586-110/1100-309,4
311480,66836-104/176930-104/66586-104/1100-104,17
311480,1300-104/176930-104/66586-104/1100-104,9
311480,1300-309/2078331-191/47489-228/47291-229/47090-230,4
311480,1300-232/176930-104/66586-232,8
311480,66836-232/176930-309/66586-232,3
311480,66836-108/176930-310/1100-309/66586-108,2
311480,1300-108/176930-310/1100-309/66586-108,3
311480,66836-108/176930-104/1100-309/66586-108,11
311480,66836-310/47489-225/47291-226/47090-227,5
311480,66836-388/176930-309/1100-388/66586-388,4
311480,1300-388/176930-309/1100-388/66586-388,4
311480,66836-216/66586-216/5230-216,6
311480,1300-216,11
311480,66836-3/66586-3/1100-97/5230-3,11
311480,1300-3/2078331-452/66586-3/1100-97/5230-3,3
311480,66836-180/66586-180/5230-180,5
311480,1300-180,17
311480,1300-97,148
311480,66836-97/176930-97/66586-97/1100-97,26
311480,66836-97/56140-329/55942-328/55744-327,1
311480,66836-97/176930-257/67086-97/1100-97,24
311480,1300-97/176930-257/67086-97/1100-97,26
311480,66836-97/176930-97/67086-97/1100-97,35
311480,1300-97/176930-97/67086-97/1100-97,26
311480,66836-97/176930-256/67086-97/1100-97,2
311480,1300-97/176930-256/67086-97/1100-97,1
311480,66836-436/176930-256/66586-436,1
311480,1300-436/176930-256/66586-436,1
311480,1300-436/176930-97/66586-436,19
311480,1300-255/2078331-720/66586-255/67086-255/1100-255,2
311480,66836-255/66586-255/67086-255/1100-255,7
311480,66836-257/176930-257/67086-257/1100-257,29
311480,66836-257/176930-255/66586-257/1100-257,4
311480,1300-257/176930-255/66586-257/1100-257,4
311480,1300-257/176930-257/66586-257/1100-257,16
311480,1300-255/176930-257/67086-255/1100-255,6
311480,1300-255/176930-255/67086-255/1100-255,12
311480,66836-217/66586-217/67086-217/1100-255,4
311480,1300-217,47
311480,66836-218/176930-257/1100-255/67086-218,2
311480,66836-255/67086-255/2561-255/1100-255,4
311480,66836-218/67086-218/66586-218/1100-255,12
311480,66836-218/176930-257/1100-255/66586-218/MAC-LTE/Attempt-RACH/id-Subpkt,1
311480,5230-257/2078331-720/66836-257/66586-257/1100-257,2
311480,5230-436/2078331-133/2350-436/2100-436,4
311480,5230-435/2078331-719/66836-435/66586-435/1100-97,1
311480,5230-435/66586-435/1100-97/66836-435,8
311480,5230-256/66836-256/66586-256/1100-256,1
311480,66586-255/176930-255/67086-255/1100-255,41
311480,66586-218/67086-218/66836-218,22
311480,66586-41/66836-41/5230-41,1
311480,1050-41,2
311480,1050-437/2078331-720/66836-437/5230-437,5
311480,1050-255/2078331-720/67086-255/66836-255/1100-255,3
311480,1050-255/2078331-719/66836-255/67086-255/1100-255,1
311480,66586-435/176930-97/1100-97/66836-435,18
311480,1050-435/176930-97/1100-97/66836-435,11
311480,66586-435/176930-257/1100-97/66836-435,10
311480,1050-3/2078331-134/1100-97/66836-3/5230-3,1
311480,1050-257/2078331-720/66836-257/67086-257/1100-257,1
311480,66586-257/67086-257/2561-257/1100-257,1
311480,66586-257/176930-255/67086-257/1100-257,1
311480,1050-257/176930-255/67086-257/1100-257,5
311480,66586-255/176930-257/66836-255/1100-255,14
311480,1050-255/176930-257/66836-255/1100-255,11
311480,1050-255/176930-255/66836-255/1100-255,21
311480,1050-257/2078331-719/67086-257/66836-257/1100-257,1
311480,1050-255/2078331-719/67086-255/66836-255/1100-255,1
311480,1050-435/176930-257/1100-97/66836-435,5
311480,66586-255/176930-255/66836-255/1100-255,36
311480,66586-218/176930-255/66836-218,22
311480,66586-255/66836-255/2561-255/1100-255,2
311480,66586-217/176930-255/67086-217,16
311480,66586-218/176930-255/67086-218,20
311480,66586-217/66836-217/67086-217,21
311480,66586-217/176930-255/66836-217,19
311480,66586-230/66836-230/67086-230/1100-340,6
311480,1050-230,33
311480,66586-339/66836-339/1100-339/5230-339,4
311480,1300-341/2078331-757/66586-341/1100-341/5230-341,1
311480,66836-341/1100-341/66586-341/5230-341,23
311480,1300-341/2078331-384/1100-341/66586-341/5230-341,3
311480,66836-118/66586-118/5230-118,8
311480,1300-118,17
311480,1300-23/2078331-221/66586-23/1100-61/5230-61,5
311480,1300-63,49
311480,1300-63/2078331-205/66586-63/5230-61,2
311480,66836-63/66586-63/5230-61,12
311480,66836-359/66586-359/67086-359/1100-126,76
311480,1300-359,376
311480,66836-31/66586-31/1100-341/5230-341,65
311480,1300-31,106
311480,66836-89/66586-89/1100-341/5230-341,29
311480,1300-89,64
311480,1300-59,13
311480,1300-340,7
311480,1300-230,8
311480,66836-340/1100-340/66586-340/5230-340,1
311480,66836-339/1100-339/66586-339/5230-339,4
311480,1300-339,12
311480,66836-59/66586-59/1100-59/5230-59,6
311480,1300-339/2078331-570/66586-339/1100-339/5230-339,2
311480,1300-341/2078331-385/1100-341/66586-341/5230-341,4
311480,66836-230/66586-230/67086-230/1100-255,2
311480,66836-340/66586-340/1100-340/5230-340,1
311480,66836-59/1100-59/66586-59/5230-59,2
311480,5230-340,4
311480,5230-339,5
311480,5230-339/2078331-570/1100-339/66836-339/66586-339,1
311480,5230-339/66836-339/1100-339/66586-339,2
311480,5230-339/2078331-385/66836-339/1100-339/66586-339,1
311480,5230-118,6
311480,5230-119/2350-119/2100-119,9
311480,5230-119,24
311480,5230-341/66836-341/66586-341/1100-341,11
311480,5230-341/2078331-220/66836-341/66586-341/1100-341,1
311480,5230-341/2078331-221/66836-341/66586-341/1100-341,1
311480,5230-341/66586-341/1100-341/66836-341,8
311480,5230-341/2078331-205/66586-341/1100-341/66836-341,1
311480,5230-341/1100-341/66836-341/66586-341,1
311480,66586-230/67086-230/66836-230/1100-340,8
311480,66586-340/66836-340/1100-340/5230-340,9
311480,1050-217/2071667-146/66836-217/67086-217,1
311480,66586-435/66836-435/1100-97/5230-435,3
311480,66586-3/176930-96/1100-97/66836-3,5
311480,1300-309/176930-104/66586-309/1100-309,4
311480,66836-309/47291-229/67086-309,3
311480,66836-232/176930-104/67086-232,8
311480,66836-309/176930-104/67086-309/1100-309,7
311480,66836-309/55942-235/55744-234/56140-236,3
311480,66836-112/176930-309/1100-310/67086-112,14
311480,1300-112/176930-309/1100-310/67086-112,14
311480,66836-112/176930-104/1100-310/67086-112,12
311480,1300-104/176930-102/66586-104/1100-104,2
311480,1300-102/2078331-466/67086-102/66586-102/1100-102,1
311480,1300-108/2078331-7/67086-108/66586-108/1100-309,1
311480,66836-109/176930-102/1100-60/66586-109,26
311480,66836-16/66586-16/67086-16/1100-61,2
