ts operator freq cid missing_flag_new
2019-05-05 21:50:10.052035 31100 40978 134 False
2019-05-05 21:50:10.641820 31100 8763 134 False
2019-05-05 21:50:15.564252 31100 8763 134 False
2019-05-05 21:50:16.120016 31100 8640 55 False
2019-05-05 21:50:19.790097 31100 8640 55 False
2019-05-05 21:22:23.404172 31100 8640 55 False
2019-05-05 21:22:26.820829 31100 41374 233 False
2019-05-05 21:22:27.054596 31100 41374 233 False
2019-05-05 21:22:27.646421 31100 41374 136 False
2019-05-05 21:22:29.906354 31100 41374 136 False
2019-05-05 21:22:49.435817 31100 41374 136 False
2019-05-05 21:22:49.790338 31100 41374 136 False
2019-05-05 21:22:51.649092 31100 41374 233 False
2019-05-05 21:22:51.879448 31100 41374 233 False
2019-05-05 21:22:53.371495 31100 41374 417 False
2019-05-05 21:22:53.755174 31100 41374 417 False
2019-05-05 21:22:55.951911 31100 41374 233 False
2019-05-05 21:22:56.394390 31100 41374 233 False
2019-05-05 21:22:56.983022 31100 41374 231 False
2019-05-05 21:22:57.693045 31100 40978 231 False
2019-05-05 21:23:10.531844 31100 40978 136 False
2019-05-05 21:23:23.511951 31100 40978 136 False
2019-05-05 21:23:25.024221 31100 40978 136 False
2019-05-05 21:23:36.035882 31100 40978 417 False
2019-05-05 21:00:26.141726 31100 40270 364 False
2019-05-05 21:00:28.990490 31100 40270 364 False
2019-05-05 21:00:29.581265 31100 8763 244 False
2019-05-05 21:00:30.668260 31100 8763 244 False
2019-05-05 21:00:31.217039 31100 8665 244 False
2019-05-05 21:01:22.416296 31100 8665 244 False
2019-05-05 21:01:23.004424 31100 8665 222 False
2019-05-05 21:01:25.075311 31100 8665 222 False
2019-05-05 21:01:35.746901 31100 41176 222 False
2019-05-05 21:01:38.686955 31100 41176 222 False
2019-05-05 17:29:39.558432 31100 5230 313 False
2019-05-05 17:29:43.052910 31100 8763 383 False
2019-05-05 17:29:49.989091 31100 8763 383 False
2019-05-05 17:29:50.354467 31100 8763 383 False
2019-05-05 17:29:57.931848 31100 8763 378 False
2019-05-05 17:30:09.113001 31100 8763 378 False
2019-05-05 17:30:13.345000 31100 8763 378 False
2019-05-05 21:42:13.265782 31100 8763 378 False
2019-05-05 21:42:27.230161 31100 8763 378 False
2019-05-05 21:42:30.265165 31100 8763 378 False
2019-05-05 21:42:34.465632 31100 40978 166 False
2019-05-05 21:42:35.013261 31100 8763 164 False
2019-05-05 21:42:36.834493 31100 8763 164 False
2019-05-05 21:42:37.455315 31100 8640 164 False
2019-05-05 21:43:01.896922 31100 8640 164 False
2019-05-05 21:43:02.718033 31100 8640 164 False
2019-05-05 21:43:03.659169 31100 8640 164 False
2019-05-05 21:43:04.515263 31100 8640 164 False
2019-05-05 21:43:05.410026 31100 8640 164 False
2019-05-05 21:43:06.476851 31100 8640 164 False
2019-05-05 21:43:07.610785 31100 8640 164 False
2019-05-05 21:43:11.369010 31100 8763 208 False
2019-05-05 21:43:11.912557 31100 8763 208 False
2019-05-05 21:43:19.919039 31100 8763 208 False
2019-05-05 21:43:20.733185 31100 8763 164 False
2019-05-05 21:43:29.506864 31100 8763 164 False
2019-05-05 21:43:30.097966 31100 8763 208 False
2019-05-05 21:24:23.045781 31100 40978 417 False
2019-05-05 21:24:36.531918 31100 41374 417 False
2019-05-05 21:24:54.811430 31100 41374 417 False
2019-05-05 21:25:07.696908 31100 41374 136 False
2019-05-05 21:25:37.138830 31100 41374 417 False
2019-05-05 21:25:41.201719 31100 41374 417 False
2019-05-05 21:25:47.272102 31100 41374 417 False
2019-05-05 18:26:44.116660 31100 8665 330 False
2019-05-05 18:26:52.696967 31100 8665 330 False
2019-05-05 18:27:03.676965 31100 8665 330 False
2019-05-05 18:27:07.936930 31100 8665 330 False
2019-05-05 18:27:21.216688 31100 8665 330 False
2019-05-05 18:27:41.031682 31100 8665 330 False
2019-05-05 18:27:41.792602 31100 8640 190 False
2019-05-05 18:27:50.494660 31100 8640 190 False
2019-05-05 18:27:51.070782 31100 8640 182 False
2019-05-05 18:27:51.750409 31100 8640 182 False
2019-05-05 18:27:55.036563 31100 41176 102 False
2019-05-05 18:27:55.577728 31100 41176 102 False
2019-05-05 21:35:54.751586 31100 41176 102 False
2019-05-05 21:36:00.740794 31100 41374 102 False
2019-05-05 21:36:01.401876 31100 40978 219 False
2019-05-05 21:36:05.880036 31100 40978 219 False
2019-05-05 21:36:15.031318 31100 40978 219 False
2019-05-05 21:36:15.325269 31100 40978 219 False
2019-05-05 21:36:17.441512 31100 41374 219 False
2019-05-05 21:37:37.986581 31100 41374 219 False
2019-05-05 18:21:09.434072 31100 8763 415 False
2019-05-05 21:12:35.901341 31100 40270 320 False
2019-05-05 21:13:48.860851 31100 40978 250 False
2019-05-05 17:48:08.498058 31100 8665 309 False
2019-05-05 17:48:10.344001 31100 8665 309 False
2019-05-05 17:48:10.890407 31100 8665 309 False
2019-05-05 17:48:20.175134 31100 8665 332 False
2019-05-05 17:48:20.739193 31100 8665 332 False
2019-05-05 17:48:29.328103 31100 8763 309 False
2019-05-05 17:48:29.864438 31100 8763 309 False
2019-05-05 17:48:38.912160 31100 8763 309 False
2019-05-05 17:48:39.586284 31100 8763 332 False
2019-05-05 17:48:39.958007 31100 8763 332 False
2019-05-05 17:48:40.547127 31100 8763 309 False
2019-05-05 17:48:54.062716 31100 8763 309 False
2019-05-05 17:48:54.658793 31100 8763 332 False
2019-05-05 18:30:29.168963 31100 41176 102 False
2019-05-05 18:30:58.941578 31100 41176 102 False
2019-05-05 18:31:01.850037 31100 41176 102 False
2019-05-05 18:31:11.141904 31100 41176 102 False
2019-05-05 17:52:00.752941 31100 8763 332 False
2019-05-05 17:51:42.412802 31100 8763 332 False
2019-05-05 17:52:11.108024 31100 8763 332 False
2019-05-05 17:52:13.049554 31100 41176 332 False
2019-05-05 17:52:14.986292 31100 41176 332 False
2019-05-05 17:52:16.055889 31100 8763 332 False
2019-05-05 17:52:16.588879 31100 8763 332 False
2019-05-05 17:52:17.920851 31100 8763 332 False
2019-05-05 17:52:18.478093 31100 8665 332 False
2019-05-05 17:52:23.216701 31100 8270 332 False
2019-05-05 17:52:23.831740 31100 8665 332 False
2019-05-05 17:52:25.069060 31100 8665 332 False
2019-05-05 17:52:32.076982 31100 40978 332 False
2019-05-05 17:52:40.175208 31100 8763 332 False
2019-05-05 17:52:40.717046 31100 8763 332 False
2019-05-05 17:52:48.857926 31100 8763 332 False
2019-05-05 17:52:49.478888 31100 8665 332 False
2019-05-05 17:52:55.175802 31100 8270 332 False
2019-05-05 17:52:55.752048 31100 8665 332 False
2019-05-05 17:53:05.372085 31100 8270 332 False
2019-05-05 21:40:32.685265 31100 8270 332 False
2019-05-05 21:40:59.016481 31100 40978 164 False
2019-05-05 21:18:36.625907 31100 40978 166 False
2019-05-05 21:19:41.970184 31100 40978 343 False
2019-05-05 21:19:54.776816 31100 40978 343 False
2019-05-05 17:47:22.211641 31100 8763 309 False
2019-05-05 17:47:04.406380 31100 8763 309 False
2019-05-05 21:16:11.070788 31100 40072 352 False
2019-05-05 21:16:26.895345 31100 40978 35 False
2019-05-05 21:17:11.962171 31100 40978 103 False
2019-05-05 21:17:15.872040 31100 40978 232 False
2019-05-05 21:17:23.462108 31100 40978 345 False
2019-05-05 21:17:36.936334 31100 40978 103 False
2019-05-05 21:17:40.491640 31100 40978 345 False
2019-05-05 21:54:49.561426 31100 8290 45 False
2019-05-05 21:54:50.173125 31100 8640 334 False
2019-05-05 21:55:02.369114 31100 8763 180 False
2019-05-05 21:55:05.979250 31100 8763 180 False
2019-05-05 21:55:06.571703 31100 8763 334 False
2019-05-05 21:55:40.926839 31100 8763 334 False
2019-05-05 21:55:41.529260 31100 8640 46 False
2019-05-05 21:55:42.097570 31100 8640 149 False
2019-05-05 21:50:20.337894 31100 8640 220 False
2019-05-05 21:50:31.042587 31100 8640 220 False
2019-05-05 21:50:31.647642 31100 8640 55 False
2019-05-05 21:50:35.807001 31100 8640 55 False
2019-05-05 21:51:14.682164 31100 40978 134 False
2019-05-05 21:51:18.936805 31100 40978 134 False
2019-05-05 21:51:19.540281 31100 8763 217 False
2019-05-05 21:51:20.817577 31100 8763 217 False
2019-05-05 21:51:21.405365 31100 8640 55 False
2019-05-05 21:51:27.451925 31100 8640 55 False
2019-05-05 21:51:36.328151 31100 40978 134 False
2019-05-05 21:51:42.208236 31100 40978 134 False
2019-05-05 21:51:42.821832 31100 8763 15 False
2019-05-05 21:51:43.330830 31100 8763 15 False
2019-05-05 21:51:43.875020 31100 8763 134 False
2019-05-05 21:51:49.515084 31100 8763 134 False
2019-05-05 21:51:50.071824 31100 8763 15 False
2019-05-05 21:51:56.983242 31100 8763 15 False
2019-05-05 21:51:57.584419 31100 8763 334 False
2019-05-05 21:52:03.612766 31100 8640 55 False
2019-05-05 21:52:04.684139 31100 8640 55 False
2019-05-05 21:52:08.201427 31100 8640 6 False
2019-05-05 21:52:08.773856 31100 8640 6 False
2019-05-05 21:52:13.476917 31100 8640 6 False
2019-05-05 21:52:14.459588 31100 8640 334 False
2019-05-05 21:52:15.972877 31100 8640 334 False
2019-05-05 21:52:17.022894 31100 8640 334 False
2019-05-05 17:30:56.446487 31100 8640 334 False
2019-05-05 17:30:57.021882 31100 8270 378 False
2019-05-05 17:31:00.881673 31100 8270 378 False
2019-05-05 17:31:36.280012 31100 40270 378 False
2019-05-05 17:32:00.991443 31100 40270 378 False
2019-05-05 17:32:09.422148 31100 40270 378 False
2019-05-05 17:32:11.461396 31100 40270 378 False
2019-05-05 17:32:12.574355 31100 40270 378 False
2019-05-05 17:32:13.175197 31100 8665 378 False
2019-05-05 20:53:34.796707 31100 8665 228 False
2019-05-05 20:53:44.467754 31100 8665 228 False
2019-05-05 20:53:46.109297 31100 8665 228 False
2019-05-05 20:53:48.700251 31100 8665 228 False
2019-05-05 20:53:49.296439 31100 8665 421 False
2019-05-05 20:53:51.681442 31100 8665 421 False
2019-05-05 20:54:05.855012 31100 8665 421 False
2019-05-05 20:54:06.403885 31100 8665 421 False
2019-05-05 20:54:08.040166 31100 8665 421 False
2019-05-05 20:54:08.645756 31100 41078 174 False
2019-05-05 20:54:39.885109 31100 41078 174 False
2019-05-05 20:54:46.128161 31100 41078 174 False
2019-05-05 20:55:29.185110 31100 41078 73 False
2019-05-05 20:55:49.080248 31100 8665 174 False
2019-04-24 23:27:45.513858 31100 8665 174 False
2019-05-05 20:55:54.836349 31100 8665 174 False
2019-05-05 21:03:16.036310 31100 5110 465 False
2019-05-05 21:19:57.342600 31100 41176 220 False
2019-05-05 21:20:04.621355 31100 41374 220 False
2019-05-05 21:21:01.137145 31100 40978 44 False
2019-05-05 18:28:32.444559 31100 41374 136 False
2019-05-05 18:28:33.057009 31100 8640 182 False
2019-05-05 18:28:50.064643 31100 8640 182 False
2019-05-05 18:28:51.034096 31100 8640 314 False
2019-05-05 17:32:49.673122 31100 5110 287 False
2019-05-05 17:32:50.179621 31100 8665 23 False
2019-05-05 17:32:58.875839 31100 8665 23 False
2019-05-05 17:32:59.473000 31100 8665 378 False
2019-05-05 17:33:03.540477 31100 8665 378 False
2019-05-05 17:33:20.636332 31100 40270 378 False
2019-05-05 17:33:30.197136 31100 40270 378 False
2019-05-05 18:04:47.838159 31100 8640 371 False
2019-05-05 18:04:48.464151 31100 8270 151 False
2019-05-05 18:04:54.185216 31100 8270 151 False
2019-05-05 18:04:54.824593 31100 8270 244 False
2019-05-05 18:04:55.551949 31100 8665 244 False
2019-05-05 18:04:56.159000 31100 8270 244 False
2019-05-05 18:05:03.806293 31100 8270 244 False
2019-05-05 18:05:04.357666 31100 8665 267 False
2019-05-05 18:05:16.900033 31100 8665 267 False
2019-05-05 18:05:17.505796 31100 8665 244 False
2019-05-05 18:05:19.684427 31100 8665 244 False
2019-05-05 18:05:20.300313 31100 8665 267 False
2019-05-05 18:05:21.793238 31100 8270 267 False
2019-05-05 18:05:22.415767 31100 8665 244 False
2019-05-05 18:05:22.835272 31100 8665 244 False
2019-05-05 18:05:23.451462 31100 8270 118 False
2019-05-05 18:05:39.952992 31100 8270 118 False
2019-05-05 18:06:01.570106 31100 8270 118 False
2019-05-05 18:06:02.210553 31100 8270 244 False
2019-05-05 18:06:10.587541 31100 8270 244 False
2019-05-05 18:06:11.167886 31100 8270 118 False
2019-05-05 17:54:56.399311 31100 8270 118 False
2019-05-05 17:55:11.056761 31100 41176 332 False
2019-05-05 17:55:13.834196 31100 41176 332 False
2019-05-05 17:55:14.416817 31100 8763 332 False
2019-05-05 17:55:20.019549 31100 8763 332 False
2019-05-05 17:55:20.626893 31100 8665 332 False
2019-05-05 17:55:22.311969 31100 8665 332 False
2019-05-05 17:55:43.332075 31100 40978 332 False
2019-05-05 17:55:46.156549 31100 40978 332 False
2019-05-05 17:55:46.779089 31100 8763 332 False
2019-05-05 17:55:57.826344 31100 8763 332 False
2019-05-05 17:55:58.414468 31100 8665 151 False
2019-05-05 17:56:00.591693 31100 8665 151 False
2019-05-05 17:56:06.841652 31100 41176 151 False
2019-05-05 17:56:11.340836 31100 41176 151 False
2019-05-05 17:56:14.551553 31100 41176 151 False
2019-05-05 17:56:19.870865 31100 41176 151 False
2019-05-05 21:34:23.412068 31100 41176 151 False
2019-05-05 21:34:26.631890 31100 40978 304 False
2019-05-05 21:34:28.039160 31100 40978 219 False
2019-05-05 21:34:38.792038 31100 40978 304 False
2019-05-05 21:35:25.950107 31100 40978 219 False
2019-05-05 21:35:29.190117 31100 40978 219 False
2019-05-05 21:06:03.329291 31100 40978 219 False
2019-05-05 21:06:05.723364 31100 40978 279 False
2019-05-05 21:06:09.014379 31100 40978 212 False
2019-05-05 21:06:17.281407 31100 40978 279 False
2019-05-05 21:06:24.756950 31100 40978 212 False
2019-05-05 21:07:10.596499 31100 40978 279 False
2019-05-05 22:10:27.030598 31100 8763 227 False
2019-05-05 22:10:27.335814 31100 8763 227 False
2019-05-05 22:10:32.958279 31100 8763 227 False
2019-05-05 21:52:24.386845 31100 40072 352 False
2019-05-05 21:52:25.117692 31100 8640 55 False
2019-05-05 21:52:28.083127 31100 8640 55 False
2019-05-05 21:52:28.638784 31100 8640 334 False
2019-05-05 21:52:51.190031 31100 8640 334 False
2019-05-05 21:52:51.785928 31100 40978 334 False
2019-05-05 21:52:59.511755 31100 40978 334 False
2019-05-05 21:53:00.112143 31100 8763 334 False
2019-05-05 21:53:24.916866 31100 8763 334 False
2019-05-05 21:53:28.360805 31100 8640 149 False
2019-05-05 21:53:28.888353 31100 8640 149 False
2019-05-05 21:53:52.909168 31100 8640 334 False
2019-05-05 21:53:53.458786 31100 8640 334 False
2019-05-05 21:53:56.103835 31100 8640 334 False
2019-05-05 21:53:56.724130 31100 8640 149 False
2019-05-05 21:32:12.785098 31100 40978 304 False
2019-05-05 21:32:52.570857 31100 40978 304 False
2019-05-05 21:33:03.491895 31100 40978 304 False
2019-05-05 21:33:12.712733 31100 40978 304 False
2019-05-05 21:33:17.001348 31100 40978 304 False
2019-05-05 21:33:25.061814 31100 40978 304 False
2019-05-05 21:33:50.888110 31100 40978 304 False
2019-05-05 17:25:02.400785 31100 8763 93 False
2019-05-05 17:25:06.449532 31100 8763 149 False
2019-05-05 17:25:06.930248 31100 8665 290 False
2019-05-05 17:25:17.549035 31100 8665 290 False
