carrier,serving_cellset,count
310260,1475-137/520110-531/68661-86/1003-29,4
310260,1475-137/520110-547/68661-86/1003-29,1
310260,1475-137/520110-135/68661-86/1003-29,2
310260,1475-137/68661-86/1003-29,1
310260,1475-137/520110-135,3
310260,1475-137/520110-531,55
310260,1475-137/520110-547,49
310260,1475-137/520110-880,3
310260,39948-293/520110-531,1
310260,1200-16/520110-880,3
310260,1200-16/520110-547/68661-349/1003-190,1
310260,1200-16/520110-531/68661-349/1003-190,14
310260,1200-16/520110-880/68661-349/1003-190,6
310260,1200-16/68661-349/1003-190,11
310260,1200-16/520110-209/68661-349/1003-190,8
310260,1200-16/520110-531/1003-190,11
310260,1200-16/520110-335/68661-349/1003-190,13
310260,1200-16/520110-680/68661-349/1003-190,12
310260,1200-16/520110-680/1003-190,5
310260,1200-16/520110-335/1003-190,4
310260,1200-16/1003-190,6
310260,66736-68,11
310260,1200-68/520110-57/1003-248,24
310260,1200-68/520110-209,11
310260,1200-68/520110-651/1003-248,1
310260,1200-68/520110-735/1003-248,1
310260,1200-68/520110-135/1003-248,10
310260,1200-68/520110-335/1003-248,22
310260,1200-68/520110-746/1003-248,1
310260,1200-68/126270-711,2
310260,1200-350,6
310260,1200-350/520110-531,25
310260,1200-350/520110-547,24
310260,1200-134/520110-209,29
310260,1200-134/520110-209/1003-233,39
310260,1200-134/126270-452/1003-233,1
310260,1200-134/126270-708/67011-215,1
310260,1200-134/520110-209/5035-158/1003-233,21
310260,1200-134/520110-547/5035-158/1003-233,19
310260,1200-134/520110-531/5035-158/1003-233,2
310260,1200-134/5035-158/1003-233,4
310260,1200-134/520110-680/5035-158/1003-233,1
310260,66736-453/520110-209,2
310260,66736-134/520110-547,2
310260,1200-134/520110-335,5
310260,1200-134/520110-57,12
310260,66736-453/520110-680,4
310260,1200-68/126270-436,2
310260,66736-453/126270-436,1
310260,1200-453/126270-436,16
310260,66736-68/126270-708,4
310260,1200-68/126270-382,2
310260,1200-68/520110-680/1003-248,19
310260,1003-248/520110-335/66736-68,43
310260,1003-248/520110-531/66736-68,13
310260,1003-248/520110-880/66736-68,40
310260,1003-248/520110-680/66736-68,38
310260,66736-68/520110-680/1003-248,1
310260,1200-68/520110-680,1
310260,1003-339/126270-71,2
310260,1003-103/126270-382,20
310260,1003-103/520110-547,38
310260,1003-103,21
310260,1003-103/126270-71,4
310260,1003-103/520110-663,13
310260,1003-103/520110-531,23
310260,67011-322/520110-547/1003-103,1
310260,1475-322/520110-547,26
310260,1475-322/520110-846/1003-103,3
310260,1003-103/520110-531/67011-322,32
310260,1003-103/520110-547/67011-322,3
310260,1003-103/520110-135/67011-322,31
310260,1003-103/520110-846/67011-322,1
310260,1003-103/67011-322,3
310260,1003-103/520110-344/67011-322,1
310260,67011-322/520110-135/1003-103,1
310260,1475-322/520110-135,2
310260,1475-322,31
310260,1475-322/520110-335,9
310260,1475-322/520110-680,9
310260,39750-28/520110-531,1
310260,66736-22/126270-53,1
310260,1200-22/126270-53,1
310260,1200-22/126270-708,2
310260,1200-22/1003-103,10
310260,1200-22/520110-547,45
310260,1200-22/520110-123,1
310260,1475-322/520110-123/1003-103,1
310260,1475-322/520110-531/68661-301,12
310260,1475-322/520110-135/68661-301,12
310260,1475-322/68661-301,1
310260,66736-22/520110-135/67011-322/1003-103,1
310260,1200-22/520110-547/67011-322,1
310260,1200-22/520110-531/67011-322,2
310260,1200-22/67011-322,2
310260,1200-22/520110-335,38
310260,1200-22/520110-680,17
310260,1200-22/520110-735,1
310260,1003-190,1
310260,1003-190/520110-880,1
310260,1003-248/520110-209/66736-68,13
310260,1003-248/520110-344/66736-68,6
310260,1003-248/520110-135/66736-68,3
310260,1003-248/520110-209,7
310260,1003-248/527790-651/66736-68,11
310260,66736-68/520110-209,1
310260,1200-68/520110-344,4
310260,1200-68/520110-123/1003-248,4
310260,1200-68/126270-382/1003-248,4
310260,66736-453/126270-452,2
310260,1200-453/126270-452,22
310260,66736-134/126270-452,3
310260,1200-134/126270-452,4
310260,1003-248/520110-547/66736-68,31
310260,66736-68/520110-547/1003-248,3
310260,1200-134/520110-680/1003-233/67011-215,7
310260,1200-134/520110-335/1003-233/67011-215,6
310260,1200-134/1003-233/67011-215,4
310260,1200-134/520110-531/1003-233/67011-215,1
310260,1200-134/520110-335/67011-215/1003-233,8
310260,1200-134/520110-680/67011-215/1003-233,7
310260,1200-134/67011-215/1003-233,3
310260,1200-453/520110-735,1
310260,1200-453/520110-735/1003-339,1
310260,1200-134/520110-735,1
310260,1200-134/520110-680/68661-299,9
310260,1200-134/520110-335/68661-299,9
310260,39750-431/520110-335,1
310260,39750-327/520110-335,1
310260,1003-103/520110-335,1
310260,1003-233/520110-335,52
310260,1003-233/520110-680,59
310260,1003-233,100
310260,1003-233/66736-134/67011-215,2
310260,1003-233/520110-335/66736-134,55
310260,1003-233/520110-680/66736-134,56
310260,1003-233/66736-134,10
310260,1003-233/520110-57,26
310260,1003-233/520110-531,99
310260,1003-233/520110-209,57
310260,1003-233/520110-547,66
310260,1003-248/520110-663,13
310260,1003-248/126270-382,102
310260,1003-248/126270-452,29
310260,1003-248/527790-531/66736-68,49
310260,1003-248/126270-452/66736-68,8
310260,1003-248/527790-880/66736-68,9
310260,1003-248/527790-547/66736-68,5
310260,1200-68/527790-531,37
310260,1200-68/527790-135,2
310260,1200-68/527790-880,29
310260,1200-68/527790-335,1
310260,66736-134/527790-335,1
310260,1200-134/527790-335,16
310260,1200-134/527790-680,24
310260,66736-453/527790-680,6
310260,1200-453/527790-680,6
310260,1200-453/527790-531/1003-339,14
310260,1200-453/527790-680/1003-339,2
310260,1200-453/527790-547/1003-339,11
310260,1200-453/527790-209/1003-339,6
310260,1200-453/527790-880/1003-339,15
310260,66736-134/527790-531,5
310260,1200-134/527790-531,46
310260,1200-134/527790-209,7
310260,1200-134/527790-57,20
310260,1200-134/527790-680/67011-215/68661-299,14
310260,1200-134/527790-335/67011-215/68661-299,13
310260,1200-134/67011-215/68661-299,1
310260,1200-453/527790-522/1003-339,5
310260,1200-453/126270-210,55
310260,1003-339/126270-382,10
310260,1003-339/126270-210,2
310260,1003-248/126270-210,16
310260,1003-248/126270-700,53
310260,1003-248/527790-880,6
310260,1003-248/527790-57/66736-68,29
310260,1003-248/527790-687/66736-68,1
310260,1003-248/527790-735/66736-68,2
310260,1003-248/527790-57,10
310260,1003-248/527790-531,32
310260,1003-248/527790-209,12
310260,1003-248/527790-651,3
310260,1003-248/527790-335/66736-68,5
310260,1003-248/527790-680/66736-68,5
310260,1003-248/527790-209/66736-68,9
310260,66736-68/527790-651,1
310260,1200-68/527790-651,1
310260,1200-22/527790-531,22
310260,1200-22/527790-547,17
310260,1200-22/527790-547/1003-103,2
310260,1200-22/527790-531/1003-103,1
310260,1200-22/527790-209,8
310260,66736-68/527790-531,11
310260,1200-68/527790-57,21
310260,1200-68/527790-57/1003-248,7
310260,1200-68/527790-531/1003-248,7
310260,1200-134/126270-382/1003-233/67011-215,1
310260,1200-134/527790-547,13
310260,1200-134/527790-880,20
310260,1200-134/527790-680/1003-233/68661-299,1
310260,1200-134/527790-680/67011-215/1003-233/68661-299,7
310260,1200-134/527790-335/67011-215/1003-233/68661-299,6
310260,1200-134/67011-215/1003-233/68661-299,1
310260,1200-134/527790-531/1003-233,1
310260,1200-134/527790-531/1003-233/67011-215,1
310260,1200-134/527790-547/1003-233/67011-215,4
310260,1200-134/527790-880/1003-233/67011-215,3
310260,66736-453/527790-547,3
310260,1200-453/527790-547,11
310260,1200-68/126270-210/1003-248,2
310260,1200-68/527790-522,2
310260,1200-68/126270-700/700-248,14
310260,1200-68/126270-210/700-248,14
310260,1200-68/700-248,20
310260,1200-68/126270-452/700-248,1
310260,1200-350/527790-531,3
310260,1475-215/527790-680,3
310260,67011-25/527790-680,2
310260,1475-25/527790-680,2
310260,1475-25,45
310260,1475-25/527790-880,4
310260,1475-25/527790-880/5035-112,1
310260,700-248/527790-880,10
310260,700-248/66736-68,15
310260,700-248/527790-880/66736-68,6
310260,700-248/126270-210/66736-68,9
310260,700-248/126270-700,10
310260,700-248/126270-210,9
310260,700-248/126270-452,3
310260,700-248/126270-708,3
310260,700-248,10
310260,700-248/527790-522,1
310260,700-248/527790-522/66736-68,1
310260,1003-248/126270-359/66736-68,1
310260,1003-233/126270-359,2
310260,1003-103/126270-359,3
310260,1003-103/126270-452/67011-322/66736-22,2
310260,1003-103/126270-382/67011-322/66736-22,1
310260,1003-103/126270-359/67011-322/66736-22,1
310260,1003-248/126270-71/66736-68,4
310260,1003-248/126270-382/66736-68,21
310260,1003-248/126270-71,21
310260,1003-248/520110-724,12
310260,66736-68/520110-724/1003-248,2
310260,1200-68/520110-724,2
310260,1200-68/520110-724/1003-248,13
310260,1200-68/520110-522/1003-248,13
310260,1003-248/520110-57,4
310260,1003-248/520110-57/66736-68,3
310260,1200-453/520110-547/1003-339,3
310260,1200-453/520110-522,6
310260,1003-248/520110-522/66736-68,9
310260,1003-233/126270-382,2
310260,1003-103/520110-57,1
310260,66736-16/126270-700,3
310260,1200-16/126270-700,4
310260,1003-248/126270-708,9
310260,1200-22/520110-57,14
310260,67011-322/520110-135/1003-103/66736-22,1
310260,1200-468,8
310260,1200-468/520110-531,1
310260,66736-22/520110-135,1
310260,1200-22/520110-547/1003-103,9
310260,1200-22/520110-531/1003-103,47
310260,1200-22/520110-57/1003-103,4
310260,1200-22/520110-135/1003-103,30
310260,1200-22/520110-209/1003-103,14
310260,1200-22/520110-344/1003-103,1
310260,1200-22/520110-335/1003-103,22
310260,1200-22/520110-680/1003-103,18
310260,66736-453/520110-335,1
310260,66736-68/1003-248,3
310260,1200-68/126270-708/1003-248,6
310260,66736-16/126270-708,3
310260,1200-16/126270-708,3
310260,1003-248/126270-436,6
310260,1003-248/126270-53,1
310260,1200-22/520110-344,1
310260,67011-322/520110-531/1003-103/66736-22,1
310260,39948-28/520110-531,1
310260,1200-453/520110-135,15
310260,1003-95/126270-382,1
310260,1200-68/520110-687/1003-248,8
310260,1475-215/520110-57,1
310260,1475-215/520110-209,1
310260,1475-215/520110-209/5035-158,3
310260,1475-215/520110-531/5035-158,3
310260,67011-404/520110-531,1
310260,1475-404/520110-531,1
310260,39948-28/520110-209,1
310260,39948-431/520110-209,1
310260,66736-68/520110-522/1003-248,1
310260,1200-68/527790-547,18
310260,66736-16/527790-531,1
310260,1200-16/527790-531,7
310260,1003-248/126270-333,1
310260,1003-233/126270-333,1
310260,1003-233/527790-680,3
310260,1003-248/527790-680,6
310260,1003-103/527790-680,1
310260,1475-215/527790-335,2
310260,1475-215/527790-547,4
310260,67011-322/527790-547,2
310260,1475-322/527790-547,4
310260,1003-103/126270-708,1
310260,700-248/126270-700/66736-68,7
310260,700-248/126270-382,1
310260,700-248/126270-333/66736-68,1
310260,700-248/126270-708/66736-68,1
310260,66736-68/527790-680,2
310260,1200-68/527790-680,2
310260,1200-68/126270-210,7
310260,1200-134/126270-333,1
310260,1200-134/126270-452/67011-215,1
310260,66736-453/527790-531,5
310260,1200-453/527790-531,17
310260,1200-468/527790-531,3
310260,66736-22/527790-531,1
310260,66736-350/527790-531,1
310260,700-339,2
310260,700-248/527790-531,10
310260,700-248/527790-547,12
310260,700-248/527790-57,1
310260,700-248/527790-687,4
310260,700-248/527790-123,1
310260,700-248/527790-531/66736-68,1
310260,1003-248/126270-210/66736-68,10
310260,1003-248/126270-114,3
310260,1003-339,8
310260,1003-103/527790-547,6
310260,1003-103/527790-531,4
310260,1003-248/527790-522,2
310260,1003-248/527790-547,12
310260,1200-68/527790-880/1003-248,10
310260,1200-68/527790-547/1003-248,2
310260,1200-68/126270-333/1003-248,1
310260,1003-248/126270-172/66736-68,1
310260,66736-453/126270-210,1
310260,1200-453/527790-880,3
310260,1003-284,2
310260,1200-453/126270-114,5
310260,1003-233/126270-452,7
310260,1003-248/527790-663,4
310260,1200-468/527790-209,1
310260,66736-134/527790-209,3
310260,66736-22/527790-209,1
310260,66736-453/527790-209,1
310260,1200-453/527790-209,4
310260,1200-116,4
310260,1200-116/527790-209,3
310260,66736-134,4
310260,66736-22/527790-680,2
310260,1200-22/527790-680,2
310260,1200-116/527790-531,1
310260,66736-68/126270-700/1003-248,1
310260,1200-68/126270-509,1
310260,1475-342,1
310260,1475-342/527790-531,1
310260,67011-215/527790-531,1
310260,1475-215/527790-531,4
310260,1475-322/527790-531/1003-103,2
310260,1475-322/527790-547/1003-103,2
310260,1475-215/126270-700,1
310260,1475-215/126270-708,1
310260,1003-233/527790-531,3
310260,1200-269,1
310260,39948-327,4
310260,1003-284/527790-547,1
310260,1200-453/527790-663,2
310260,1003-339/126270-452,2
310260,1003-248/126270-711/66736-68,1
310260,1003-248/126270-708/66736-68,1
310260,1003-248/126270-371,2
310260,1003-339/126270-700,1
310260,1003-339/66736-453,1
310260,1003-233/126270-371,1
310260,1003-233/126270-452/66736-134/67011-215,7
310260,1003-103/126270-452,2
310260,1003-103/126270-53,1
310260,1003-190/126270-53,1
310260,1003-190/126270-708,1
310260,66736-22/126270-452,2
310260,1200-22/126270-452,2
310260,66736-453/126270-708,1
310260,1200-16/126270-711,1
310260,1200-68/520110-135,3
310260,1200-68/126270-71,1
310260,1003-233/126270-708,3
310260,1003-233/126270-382/67011-215,1
310260,1003-248/527790-335,2
310260,1003-248/527790-663/66736-68,1
310260,1003-103/527790-209,2
310260,1003-103/527790-687,2
310260,1003-248/527790-687,1
310260,1200-453/527790-57,1
310260,1200-453/527790-522,1
310260,1200-134/126270-210,1
310260,66736-68/527790-880,2
310260,1200-68/527790-687,2
310260,1200-22/527790-651,1
310260,1200-22/527790-687,1
310260,66736-68/527790-687,1
310260,39948-28,1
310260,39948-431,2
310260,1003-248/520110-744/66736-68,1
310260,1200-453/126270-452/1003-339,1
310260,1200-453/527790-651/1003-339,2
310260,1200-134/520110-135/68661-299,8
310260,66736-68/520110-135,1
310260,1200-68/520110-57,1
310260,39948-241,2
310260,66736-16,1
310260,66736-68/520110-880/1003-248,4
310260,1003-248/126270-711,1
310260,1003-233/520110-57/66736-134,4
310260,1003-233/520110-531/66736-134,5
310260,1003-233/520110-209/66736-134,1
310260,1003-233/520110-547/66736-134,1
310260,1003-248/520110-680,3
310260,1003-103/126270-708/67011-322/66736-22,2
310260,1003-103/126270-436,1
310260,1475-215/527790-209,4
310260,1475-215/527790-880,1
310260,67011-322/527790-680,1
310260,1475-322/527790-680,1
310260,1003-248/126270-837/66736-68,2
310260,1200-180,2
310260,1200-180/527790-531,2
310260,1003-233/126270-711,1
310260,1003-233/126270-711/66736-134/67011-215,1
310260,1003-233/126270-53,1
310260,1003-233/126270-708/66736-134/67011-215,2
310260,1003-233/126270-436/66736-134/67011-215,2
310260,66736-116/527790-680,1
310260,1200-116/527790-680,1
310260,1475-215/527790-57,1
310260,67011-322/527790-57,1
310260,1475-322/527790-57,2
310260,66736-68/700-248,9
310260,1200-68/527790-880/700-248,12
310260,1200-68/527790-547/700-248,7
310260,1200-68/527790-724/700-248,1
310260,1200-68/527790-209/700-248,1
310260,67011-25/527790-547,1
310260,1475-25/527790-547,2
310260,66736-68/126270-452,1
310260,1200-68/126270-71/700-248,1
310260,1200-68/126270-708/700-248,1
310260,66736-22/126270-210,1
310260,1200-22/126270-210,1
310260,1200-22/126270-708/67011-322/700-103,1
310260,1003-248/520110-335,3
310260,1200-453/520110-680/1003-339,16
310260,1200-453/520110-123,2
310260,1200-453/520110-123/1003-339,1
310260,66736-16/520110-531,1
310260,1200-16/520110-880/1003-190,2
310260,1200-16/520110-547/1003-190,7
310260,1200-16/520110-209/1003-190,3
310260,1003-248/520110-735/66736-68,1
310260,1200-468/520110-209,1
310260,1200-468/520110-335,3
310260,1200-468/520110-209/1003-441,1
310260,66736-22/520110-335,1
310260,1200-453/520110-135/1003-339,2
310260,1200-468/520110-680,3
310260,1475-25/520110-680,21
310260,1475-25/520110-335,21
310260,1475-25/520110-135,50
310260,1475-25/520110-531,70
310260,1475-25/520110-680/66736-16,11
310260,1475-25/520110-335/66736-16,12
310260,1475-25/520110-135/66736-16,33
310260,1475-25/520110-531/66736-16,32
310260,1475-25/66736-16,12
310260,1475-25/520110-547/66736-16,1
310260,1475-25/520110-680/68661-349/1003-190,1
310260,1475-25/520110-335/68661-349/1003-190,1
310260,1475-25/520110-135/68661-349/1003-190,12
310260,1475-25/520110-531/68661-349/1003-190,11
310260,1475-25/68661-349/1003-190,1
310260,1475-25/520110-531/1003-190,3
310260,1475-25/520110-135/1003-190,8
310260,1475-25/1003-190,9
310260,1475-25/520110-680/1003-190,6
310260,1475-25/520110-335/1003-190,6
310260,1475-25/520110-880/1003-190,1
310260,1475-25/520110-344,28
310260,1475-25/520110-880,15
310260,1475-25/520110-209,3
310260,1475-25/520110-344/66736-16,5
310260,1475-25/520110-880/66736-16,1
310260,1475-25/520110-880/68661-349,1
310260,1475-25/520110-531/68661-349,1
310260,1475-25/68661-349,1
310260,1475-25/520110-547,2
310260,1475-25/126270-708,1
310260,1475-25/126270-700,1
310260,700-233,1
310260,700-441,1
310260,66736-134/527790-680,1
310260,1200-453/700-339,5
310260,1200-453/126270-210/700-339,1
310260,1200-453/126270-382/700-339,1
310260,66736-68/126270-210/1003-248,1
310260,1200-134/527790-547/1003-233,1
310260,66736-22,4
310260,1200-453/126270-71/1003-339,1
310260,66736-68/126270-210,1
310260,39750-431,1
310260,67011-322/66736-22/1003-103,1
310260,67011-322,1
310260,66736-22/67011-322,1
310260,1003-103/67011-322/66736-22,1
310260,67011-322/1003-103,1
